startphrase,ending1,ending2,labels,valid
He smelled like defeat,He smelled good.,He smelled bad.,1,1
Her laughter was like a favorite song,The sound of her laughter was pleasant.,The sound of her laughter was unpleasant.,0,1
Her laughter was like a woodchipper,The sound of her laughter was pleasant.,The sound of her laughter was unpleasant.,1,1
The girl makes her emotions as easy to read as a geometry textbook,The girl's emotions are hard to read.,The girl's emotions are really easy to figure out.,0,1
The girl makes her emotions as easy to read as a billboard sign,The girl's emotions are hard to read.,The girl's emotions are really easy to figure out.,1,1
The lawyer's tenacity was like a bulldog,The lawyer was highly motivated.,The lawyer had no drive.,0,1
The lawyer's tenacity was like a koala,The lawyer was highly motivated.,The lawyer had no drive.,1,1
The child swims as well as a salmon,The child swims really expertly.,The child flounders around in the pool.,0,1
The child swims as well as a peacock,The child swims really expertly.,The child flounders around in the pool.,1,1
The dog barked as loudly as a cheering audience,The dog yipped wildly.,The dog made no sound.,0,1
The dog barked as loudly as a sleeping baby,The dog yipped wildly.,The dog made no sound.,1,1
The chapter has the depth of a bathtub.,The chapter is boring.,The chapter is profound.,0,1
The chapter has the depth of the sea.,The chapter is boring.,The chapter is profound.,1,1
The driveway is a ski slope.,The driveway is steep.,The driveway is flat.,0,1
The driveway is a plain.,The driveway is steep.,The driveway is flat.,1,1
The sandwich is as thick as a dictionary,the sandwich is huge,the sandwich is thin,0,1
The sandwich is as thick as a veil,the sandwich is huge,the sandwich is thin,1,1
The tea tastes like paper,the tea is flavorless,the tea has interesting flavors,0,1
The tea tastes like the tropics,the tea is flavorless,the tea has interesting flavors,1,1
The sandwich bread had the thickness of a car tire,The bread was thick,The bread was thin,0,1
The sandwich bread had the thickness of a wood shaving,The bread was thick,The bread was thin,1,1
The woman's waistline had the width of a toothpick,The waistline was small,The waistline was large,0,1
The woman's waistline had the width of the equator,The waistline was small,The waistline was large,1,1
The conversation was as shallow as a bird bath,The conversation was superficial,The conversation was intriguing,0,1
The conversation was a deep rabbit hole,The conversation was superficial,The conversation was intriguing,1,1
Her pillow is a rock,The pillow is hard,The pillow is soft,0,1
Her pillow is a marshmallow,The pillow is hard,The pillow is soft,1,1
The air is a warm hug,The air is warm and cozy,The air is cold and irritating,0,1
The air is a biting fly,The air is warm and cozy,The air is cold and irritating,1,1
The sandwich was a mother's hug.,The sandwich was delicious and comforting.,The sandwich was painfully unpleasant.,0,1
The sandwich was a fist to the face.,The sandwich was delicious and comforting.,The sandwich was painfully unpleasant.,1,1
The shower had the moisture of a greenhouse in a hurricane,The shower was moist,The shower had little moisture,0,1
The shower had the moisture of a pizza left in the oven for an hour,The shower was moist,The shower had little moisture,1,1
The ball was a trampoline,The ball was bouncy,The ball was not bouncy,0,1
The ball was a brick of lead,The ball was bouncy,The ball was not bouncy,1,1
The teacher graded as harshly as a Navy SEAL,The teacher's grading was very difficult.,The teacher's grading was very relaxed.,0,1
The teacher graded as harshly as a saint,The teacher's grading was very difficult.,The teacher's grading was very relaxed.,1,1
She's as cool as Antarctica.,She's very cool.,She's not very cool.,0,1
She's as cool as the Sahara.,She's very cool.,She's not very cool.,1,1
Rest is a sky full of clouds.,Rest is very restful.,Rest is restless.,0,1
Rest is pacing back and forth.,Rest is very restful.,Rest is restless.,1,1
Her nail polish was as shiny as aluminium foil,Her nail polish was shiny,Her nail polish was dull,0,1
Her nail polish was as shiny as dull metal,Her nail polish was shiny,Her nail polish was dull,1,1
This baseball game has the entertainment value watching paint dry,baseball is boring,baseball has action,0,1
This baseball game has the entertainment value an action movie,baseball is boring,baseball has action,1,1
The girl is as coordinated as the London symphony,The girl is very well coordinated.,The girl has no coordination at all.,0,1
The girl is as coordinated as a baby giraffe,The girl is very well coordinated.,The girl has no coordination at all.,1,1
The movie's star was as well-known as a primary color,The movie star was a household name.,The movie star was totally obsolete.,0,1
The movie's star was as well-known as the color burlywood,The movie star was a household name.,The movie star was totally obsolete.,1,1
The doctor is a bigfoot.,The doctor is sloppy.,The doctor is careful.,0,1
The doctor is an artist.,The doctor is sloppy.,The doctor is careful.,1,1
The joke is like a ton of concrete.,The joke is terrible.,The joke is hilarious.,0,1
The joke is like a hit of laughing gas.,The joke is terrible.,The joke is hilarious.,1,1
He shares as much as scrooge.,He doesn't share much at all.,He shares a lot.,0,1
He shares as much as Santa Claus.,He doesn't share much at all.,He shares a lot.,1,1
The basketball player had the height of a giraffe,The player was tall,The player was short,0,1
The basketball player had the height of an ant,The player was tall,The player was short,1,1
Spilling secrets to a friend can be a walking disaster down the line,Spilling secrets to a friend is a bad idea,Spilling secrets to a friend is a way to bring people together to talk about things,0,1
Spilling secrets to a friend can be a a magnetic experience for the group,Spilling secrets to a friend is a bad idea,Spilling secrets to a friend is a way to bring people together to talk about things,1,1
Cats have the luck of The Irish,They have good fortune,Cats keep trying until they get the results they want,0,1
Cats have the luck of A compulsive gambler,They have good fortune,Cats keep trying until they get the results they want,1,1
The mattress was as comfortable as a pile of marshmallows,The mattress was very comfortable.,The mattress was uncomfortable.,0,1
The mattress was as comfortable as a pile of rocks,The mattress was very comfortable.,The mattress was uncomfortable.,1,1
The plane ride was as choppy as a knife,The plane ride was very choppy.,The plane ride was smooth.,0,1
The plane ride was as choppy as a freshwater lake,The plane ride was very choppy.,The plane ride was smooth.,1,1
This painting makes me feel as if I am home.,The painting makes the speaker feel safe and in a familiar place.,The painting makes the speaker feel out of their element and unsure.,0,1
This painting makes me feel as if I am lost.,The painting makes the speaker feel safe and in a familiar place.,The painting makes the speaker feel out of their element and unsure.,1,1
He had the artistic talent of a Renaissance artist,He was artistically talented,He was artistically untalented,0,1
He had the artistic talent of a finger-painting toddler,He was artistically talented,He was artistically untalented,1,1
"When it comes to running, I'm practically a cheetah.","When it comes to running, I'm very fast.","When it comes to running, I'm very slow.",0,1
"When it comes to running, I'm practically a turtle.","When it comes to running, I'm very fast.","When it comes to running, I'm very slow.",1,1
The new product was iPhone like.,The new product was expensive.,The new product was economical.,0,1
The new product was LG like,The new product was expensive.,The new product was economical.,1,1
This weeknight meal encompasses as much food as the Last Supper,This weeknight meal is very lavish.,This weeknight meal barely has any food.,0,1
This weeknight meal encompasses as much food as a few crumbs,This weeknight meal is very lavish.,This weeknight meal barely has any food.,1,1
She's as gentle as a puppy.,She's very gentle.,She's vicious.,0,1
